athlete,age,country,year,sport,"Gold Medals","Silver Medals","Bronze Medals","Total Medals"
"Zhang Jiewen",23,China,2004,Badminton,1,0,0,1
"Zhang Jun",26,China,2004,Badminton,1,0,0,1
"Zhang Ning",29,China,2004,Badminton,1,0,0,1
"Zhou Mi",25,China,2004,Badminton,0,0,1,1
"Virgilijus Alekna",32,Lithuania,2004,Athletics,1,0,0,1
"Deji Aliu",28,Nigeria,2004,Athletics,0,0,1,1
"Esref Apak",22,Turkey,2004,Athletics,0,0,1,1
"Christine Arron",30,France,2004,Athletics,0,0,1,1
"Musa Audu",24,Nigeria,2004,Athletics,0,0,1,1
"Jaroslav Bába",19,"Czech Republic",2004,Athletics,0,0,1,1
"Aleen Bailey",23,Jamaica,2004,Athletics,1,0,0,1
"Stefano Baldini",33,Italy,2004,Athletics,1,0,0,1
"Hasna Benhassi",26,Morocco,2004,Athletics,0,1,0,1
"Yuriy Bilonoh",30,Ukraine,2004,Athletics,1,0,0,1
"Yury Borzakovsky",23,Russia,2004,Athletics,1,0,0,1
"Ivano Brugnetti",27,Italy,2004,Athletics,1,0,0,1
"Michelle Burgher",27,Jamaica,2004,Athletics,0,0,1,1
"Daniil Burkenya",26,Russia,2004,Athletics,0,0,1,1
"Darren Campbell",30,"Great Britain",2004,Athletics,1,0,0,1
"Jolanda Ceplak",27,Slovenia,2004,Athletics,0,0,1,1
"Maria Cioncan",27,Romania,2004,Athletics,0,0,1,1
"Bryan Clay",24,"United States",2004,Athletics,0,1,0,1
"Crystal Cox",25,"United States",2004,Athletics,1,0,0,1
"Yunaika Crawford",21,Cuba,2004,Athletics,0,0,1,1
"Yumileidi Cumbá",29,Cuba,2004,Athletics,1,0,0,1
"Nadia Davy",23,Jamaica,2004,Athletics,0,0,1,1
"Vanderlei de Lima",35,Brazil,2004,Athletics,0,0,1,1
"Nathan Deakes",27,Australia,2004,Athletics,0,0,1,1
"Meseret Defar",20,Ethiopia,2004,Athletics,1,0,0,1
"Pigi Devetzi",28,Greece,2004,Athletics,0,1,0,1
"Marlon Devonish",28,"Great Britain",2004,Athletics,1,0,0,1
"Ejegayehu Dibaba",22,Ethiopia,2004,Athletics,0,1,0,1
"Tirunesh Dibaba",19,Ethiopia,2004,Athletics,0,0,1,1
"Deena Drossin-Kastor",31,"United States",2004,Athletics,0,0,1,1
"Pat Dwyer",26,Australia,2004,Athletics,0,1,0,1
"Aaron Egbele",25,Nigeria,2004,Athletics,0,0,1,1
"Uchenna Emedolu",27,Nigeria,2004,Athletics,0,0,1,1
"Olusoji Fasuba",20,Nigeria,2004,Athletics,0,0,1,1
"Allyson Felix",18,"United States",2004,Athletics,0,1,0,1
"Sylviane Félix",26,France,2004,Athletics,0,0,1,1
"Svetlana Feofanova",24,Russia,2004,Athletics,0,1,0,1
"Debbie Ferguson-McKenzie",28,Bahamas,2004,Athletics,0,0,1,1
"Francisco Javier Fernández",27,Spain,2004,Athletics,0,1,0,1
"Tatyana Firova",21,Russia,2004,Athletics,0,1,0,1
"Olga Fyodorova",21,Russia,2004,Athletics,0,1,0,1
"Anier García",28,Cuba,2004,Athletics,0,0,1,1
"Jason Gardener",28,"Great Britain",2004,Athletics,1,0,0,1
"Giuseppe Gibilisco",25,Italy,2004,Athletics,0,0,1,1
"Ana Guevara",27,Mexico,2004,Athletics,0,1,0,1
"Joanna Hayes",27,"United States",2004,Athletics,1,0,0,1
"Matt Hemingway",31,"United States",2004,Athletics,0,1,0,1
"Monique Henderson",21,"United States",2004,Athletics,1,0,0,1
"Monique Hennagan",28,"United States",2004,Athletics,1,0,0,1
"Clinton Hill",24,Australia,2004,Athletics,0,1,0,1
"Stefan Holm",28,Sweden,2004,Athletics,1,0,0,1
"Muriel Hurtis-Houairi",25,France,2004,Athletics,0,0,1,1
"Yelena Isinbayeva",22,Russia,2004,Athletics,1,0,0,1
"Nataliya Ivanova",23,Russia,2004,Athletics,0,1,0,1
"Olimpiada Ivanova",33,Russia,2004,Athletics,0,1,0,1
"Godday James",20,Nigeria,2004,Athletics,0,0,1,1
"Dmitry Karpov",23,Kazakhstan,2004,Athletics,0,0,1,1
"Meb Keflezighi",29,"United States",2004,Athletics,0,1,0,1
"Naman Keïta",26,France,2004,Athletics,0,0,1,1
"Anastasia Kelesidou",31,Greece,2004,Athletics,0,1,0,1
"Ezekiel Kemboi",22,Kenya,2004,Athletics,1,0,0,1
"Irina Khabarova",38,Russia,2004,Athletics,0,1,0,1
"Fani Khalkia",25,Greece,2004,Athletics,1,0,0,1
"Eliud Kipchoge",19,Kenya,2004,Athletics,0,0,1,1
"Wilson Kipketer",33,Denmark,2004,Athletics,0,0,1,1
"Brimin Kipruto",19,Kenya,2004,Athletics,0,1,0,1
"Nadine Kleinert-Schmitt",28,Germany,2004,Athletics,0,1,0,1
"Carolina Klüft",21,Sweden,2004,Athletics,1,0,0,1
"Paul Kipsiele Koech",22,Kenya,2004,Athletics,0,0,1,1
"Robert Korzeniowski",36,Poland,2004,Athletics,1,0,0,1
"Tatyana Kotova",27,Russia,2004,Athletics,0,0,1,1
"Zoltán Kovágó",25,Hungary,2004,Athletics,0,1,0,1
"Olesya Krasnomovets",25,Russia,2004,Athletics,0,1,0,1
"Svetlana Krivelyova",35,Russia,2004,Athletics,0,0,1,1
"Larisa Kruglova",31,Russia,2004,Athletics,0,1,0,1
"Olga Kuzenkova",33,Russia,2004,Athletics,1,0,0,1
"Bernard Lagat",29,Kenya,2004,Athletics,0,1,0,1
"Tayna Lawrence",28,Jamaica,2004,Athletics,1,0,0,1
"Mark Lewis-Francis",21,"Great Britain",2004,Athletics,1,0,0,1
"Liu Xiang",21,China,2004,Athletics,1,0,0,1
"Tim Mack",31,"United States",2004,Athletics,1,0,0,1
"Sergey Makarov",31,Russia,2004,Athletics,0,0,1,1
"Véronique Mang",19,France,2004,Athletics,0,0,1,1
"Mirela Maniani-Tzelili",27,Greece,2004,Athletics,0,0,1,1
"Joan Lino Martínez",26,Spain,2004,Athletics,0,0,1,1
"Françoise Mbango",28,Cameroon,2004,Athletics,1,0,0,1
"Beverly McDonald",34,Jamaica,2004,Athletics,1,0,0,1
"Danny McFarlane",32,Jamaica,2004,Athletics,0,1,0,1
"Osleidys Menéndez",24,Cuba,2004,Athletics,1,0,0,1
"Coby Miller",27,"United States",2004,Athletics,0,1,0,1
"John Moffitt",23,"United States",2004,Athletics,0,1,0,1
"Yipsi Moreno",23,Cuba,2004,Athletics,0,1,0,1
"Melissa Morrison",33,"United States",2004,Athletics,0,0,1,1
"Mbulaeni Mulaudzi",23,"South Africa",2004,Athletics,0,1,0,1
"Koji Murofushi",29,Japan,2004,Athletics,1,0,0,1
"Nataliya Nazarova",25,Russia,2004,Athletics,0,1,0,1
"Catherine Ndereba",32,Kenya,2004,Athletics,0,1,0,1
"Adam Nelson",29,"United States",2004,Athletics,0,1,0,1
"Steffi Nerius",32,Germany,2004,Athletics,0,1,0,1
"Yuliya Nesterenko",25,Belarus,2004,Athletics,1,0,0,1
"Denis Nizhegorodov",24,Russia,2004,Athletics,0,1,0,1
"Mizuki Noguchi",26,Japan,2004,Athletics,1,0,0,1
"Francis Obikwelu",25,Portugal,2004,Athletics,0,1,0,1
"Isabella Ochichi",24,Kenya,2004,Athletics,0,1,0,1
"Joachim Olsen",27,Denmark,2004,Athletics,0,0,1,1
"Christian Olsson",24,Sweden,2004,Athletics,1,0,0,1
"Marian Oprea",22,Romania,2004,Athletics,0,1,0,1
"Mark Ormrod",21,Australia,2004,Athletics,0,1,0,1
"Olena Ovcharova-Krasovska",28,Ukraine,2004,Athletics,0,1,0,1
"Darvis Patton",26,"United States",2004,Athletics,0,1,0,1
"Dwight Phillips",26,"United States",2004,Athletics,1,0,0,1
"Sandie Richards",35,Jamaica,2004,Athletics,0,0,1,1
"Sanya Richards-Ross",19,"United States",2004,Athletics,1,0,0,1
"Moushaumi Robinson",23,"United States",2004,Athletics,1,0,0,1
"Andrew Rock",22,"United States",2004,Athletics,1,0,0,1
"Anna Rogowska",23,Poland,2004,Athletics,0,0,1,1
"Nataliya Sadova",32,Russia,2004,Athletics,1,0,0,1
"Félix Sánchez",26,"Dominican Republic",2004,Athletics,1,0,0,1
"Jane Saville",29,Australia,2004,Athletics,0,0,1,1
"Roman Šebrle",29,"Czech Republic",2004,Athletics,1,0,0,1
"Sileshi Sihine",21,Ethiopia,2004,Athletics,0,1,0,1
"Rui Silva",27,Portugal,2004,Athletics,0,0,1,1
"Irina Simagina",22,Russia,2004,Athletics,0,1,0,1
"Sherone Simpson",20,Jamaica,2004,Athletics,1,0,0,1
"Austra Skujyte",25,Lithuania,2004,Athletics,0,1,0,1
"Yelena Slesarenko",22,Russia,2004,Athletics,1,0,0,1
"Ronetta Smith",24,Jamaica,2004,Athletics,0,0,1,1
"Kelly Sotherton",27,"Great Britain",2004,Athletics,0,0,1,1
"John Steffensen",21,Australia,2004,Athletics,0,1,0,1
"Toby Stevenson",27,"United States",2004,Athletics,0,1,0,1
"Vita Stopina",28,Ukraine,2004,Athletics,0,0,1,1
"Hestrie Storbeck-Cloete",26,"South Africa",2004,Athletics,0,1,0,1
"Yuliya Tabakova",24,Russia,2004,Athletics,0,1,0,1
"Zersenay Tadesse",22,Eritrea,2004,Athletics,0,0,1,1
"Aleksander Tammert",31,Estonia,2004,Athletics,0,0,1,1
"Ionela Târlea-Manolache",28,Romania,2004,Athletics,0,1,0,1
"Tetiana Tereshchuk-Antypova",34,Ukraine,2004,Athletics,0,0,1,1
"Andreas Thorkildsen",22,Norway,2004,Athletics,1,0,0,1
"Ivan Tikhon",28,Belarus,2004,Athletics,0,1,0,1
"Tatyana Tomashova",29,Russia,2004,Athletics,0,1,0,1
"Terrence Trammell",25,"United States",2004,Athletics,0,1,0,1
"DeeDee Trotter",21,"United States",2004,Athletics,1,0,0,1
"Athanasia Tsoumeleka",22,Greece,2004,Athletics,1,0,0,1
"Derartu Tulu",32,Ethiopia,2004,Athletics,0,0,1,1
"Enefiok Udo-Obong",22,Nigeria,2004,Athletics,0,0,1,1
"Vadims Vasilevskis",22,Latvia,2004,Athletics,0,1,0,1
"Aleksey Voyevodin",34,Russia,2004,Athletics,0,0,1,1
"Saul Weigopwa",18,Nigeria,2004,Athletics,0,0,1,1
"Bernard Williams III",26,"United States",2004,Athletics,0,1,0,1
"Lauryn Williams",20,"United States",2004,Athletics,0,1,0,1
"Tonique Williams-Darling",28,Bahamas,2004,Athletics,1,0,0,1
"Novlene Williams-Mills",22,Jamaica,2004,Athletics,0,0,1,1
"Darold Williamson",21,"United States",2004,Athletics,1,0,0,1
"Kelly Willie",21,"United States",2004,Athletics,1,0,0,1
"Xing Huina",20,China,2004,Athletics,1,0,0,1
"Irina Yatchenko",38,Belarus,2004,Athletics,0,0,1,1
"Olesya Zykina",23,Russia,2004,Athletics,0,1,0,1
"Chen Li-Ju",23,"Chinese Taipei",2004,Archery,0,0,1,1
"Chen Szu-Yuan",23,"Chinese Taipei",2004,Archery,0,1,0,1
"Tim Cuddihy",17,Australia,2004,Archery,0,0,1,1
"Marco Galiazzo",21,Italy,2004,Archery,1,0,0,1
"He Ying",27,China,2004,Archery,0,1,0,1
"Dmytro Hrachov",20,Ukraine,2004,Archery,0,0,1,1
"Im Dong-Hyeon",19,"South Korea",2004,Archery,1,0,0,1
"Jang Yong-Ho",28,"South Korea",2004,Archery,1,0,0,1
"Lin Sang",26,China,2004,Archery,0,1,0,1
"Liu Ming-Huang",19,"Chinese Taipei",2004,Archery,0,1,0,1
"Park Gyeong-Mo",28,"South Korea",2004,Archery,1,0,0,1
"Viktor Ruban",23,Ukraine,2004,Archery,0,0,1,1
"Oleksandr Serdiuk",26,Ukraine,2004,Archery,0,0,1,1
"Wang Cheng-Pang",17,"Chinese Taipei",2004,Archery,0,1,0,1
"Alison Williamson",32,"Great Britain",2004,Archery,0,0,1,1
"Wu Hui-Ju",21,"Chinese Taipei",2004,Archery,0,0,1,1
"Hiroshi Yamamoto",41,Japan,2004,Archery,0,1,0,1
"Yuan Shu-Chi",19,"Chinese Taipei",2004,Archery,0,0,1,1
"Yun Mi-Jin",21,"South Korea",2004,Archery,1,0,0,1
"Zhang Juanjuan",23,China,2004,Archery,0,1,0,1
