athlete,age,country,year,sport,"Gold Medals","Silver Medals","Bronze Medals","Total Medals"
"Trell Kimmons",27,"United States",2012,Athletics,0,1,0,1
"Stephen Kiprotich",23,Uganda,2012,Athletics,1,0,0,1
"Wilson Kipsang Kiprotich",30,Kenya,2012,Athletics,0,0,1,1
"Sally Jepkosgei Kipyego",26,Kenya,2012,Athletics,0,1,0,1
"Sergey Kirdyapkin",32,Russia,2012,Athletics,1,0,0,1
"Abel Kirui",30,Kenya,2012,Athletics,0,1,0,1
"Timothy Kitum",17,Kenya,2012,Athletics,0,0,1,1
"Bianca Knight",23,"United States",2012,Athletics,1,0,0,1
"Yevgeniya Kolodko",22,Russia,2012,Athletics,0,1,0,1
"Primož Kozmus",32,Slovenia,2012,Athletics,0,1,0,1
"Antonina Krivoshapka",25,Russia,2012,Athletics,0,1,0,1
"Erik Kynard",21,"United States",2012,Athletics,0,1,0,1
"Yelena Lashmanova",20,Russia,2012,Athletics,1,0,0,1
"Renaud Lavillenie",25,France,2012,Athletics,1,0,0,1
"Deon Lendore",19,"Trinidad and Tobago",2012,Athletics,0,0,1,1
"Li Yanfeng",33,China,2012,Athletics,0,0,1,1
"Shereefa Lloyd",29,Jamaica,2012,Athletics,0,0,1,1
"Thomas Longosiwa",30,Kenya,2012,Athletics,0,0,1,1
"Tatyana Lysenko",28,Russia,2012,Athletics,1,0,0,1
"Tianna Madison",26,"United States",2012,Athletics,1,0,0,1
"Tomasz Majewski",30,Poland,2012,Athletics,1,0,0,1
"Taoufik Makhloufi",24,Algeria,2012,Athletics,1,0,0,1
"Josh Mance",20,"United States",2012,Athletics,0,1,0,1
"Leo Manzano",27,"United States",2012,Athletics,0,1,0,1
"Michael Mathieu",28,Bahamas,2012,Athletics,1,0,0,1
"Francena McCorory",23,"United States",2012,Athletics,1,0,0,1
"Sally McLellan-Pearson",25,Australia,2012,Athletics,1,0,0,1
"Tony McQuay",22,"United States",2012,Athletics,0,1,0,1
"Mahiedine Mekhissi-Benabbad",27,France,2012,Athletics,0,1,0,1
"Aries Merritt",27,"United States",2012,Athletics,1,0,0,1
"Ramon Miller",25,Bahamas,2012,Athletics,1,0,0,1
"Manteo Mitchell",25,"United States",2012,Athletics,0,1,0,1
"Koji Murofushi",37,Japan,2012,Athletics,0,0,1,1
"Abel Mutai",23,Kenya,2012,Athletics,0,0,1,1
"Nataliya Nazarova",33,Russia,2012,Athletics,0,1,0,1
"Bryshon Nellum",23,"United States",2012,Athletics,0,1,0,1
"Christina Obergföll",30,Germany,2012,Athletics,0,1,0,1
"Christine Ohuruogu",28,"Great Britain",2012,Athletics,0,1,0,1
"Björn Otto",34,Germany,2012,Athletics,0,1,0,1
"Oleksandr P'iatnytsia",27,Ukraine,2012,Athletics,0,1,0,1
"Hansle Parchment",22,Jamaica,2012,Athletics,0,0,1,1
"Krisztián Pars",30,Hungary,2012,Athletics,1,0,0,1
"Darvis Patton",34,"United States",2012,Athletics,0,1,0,1
"Sandra Perkovic",22,Croatia,2012,Athletics,1,0,0,1
"Tatyana Petrova-Arkhipova",29,Russia,2012,Athletics,0,0,1,1
"Demetrius Pinder",23,Bahamas,2012,Athletics,1,0,0,1
"Darya Pishchalnikova",27,Russia,2012,Athletics,0,1,0,1
"Yekaterina Poistogova",21,Russia,2012,Athletics,0,0,1,1
"Olesia Povkh",24,Ukraine,2012,Athletics,0,0,1,1
"Qieyang Shenjie",21,China,2012,Athletics,0,0,1,1
"Brittney Reese",25,"United States",2012,Athletics,1,0,0,1
"Jason Richardson",26,"United States",2012,Athletics,0,1,0,1
"Mariya Riemien",25,Ukraine,2012,Athletics,0,0,1,1
"David Rudisha",23,Kenya,2012,Athletics,1,0,0,1
"Galen Rupp",26,"United States",2012,Athletics,0,1,0,1
"Greg Rutherford",25,"Great Britain",2012,Athletics,1,0,0,1
"Antti Ruuskanen",28,Finland,2012,Athletics,0,0,1,1
"Olga Rypakova",27,Kazakhstan,2012,Athletics,1,0,0,1
"Olha Saladukha",29,Ukraine,2012,Athletics,0,0,1,1
"Félix Sánchez",34,"Dominican Republic",2012,Athletics,1,0,0,1
"Luguelín Santos",19,"Dominican Republic",2012,Athletics,0,1,0,1
"Mariya Savinova",26,Russia,2012,Athletics,1,0,0,1
"Lilli Schwarzkopf",28,Germany,2012,Athletics,0,1,0,1
"Caster Semenya",21,"South Africa",2012,Athletics,0,1,0,1
"Svetlana Shkolina",26,Russia,2012,Athletics,0,0,1,1
"Si Tianfeng",28,China,2012,Athletics,0,0,1,1
"Yarisley Silva",25,Cuba,2012,Athletics,0,1,0,1
"Sherone Simpson",27,Jamaica,2012,Athletics,0,1,0,1
"Yelena Sokolova",26,Russia,2012,Athletics,0,1,0,1
"Jarrin Solomon",26,"Trinidad and Tobago",2012,Athletics,0,0,1,1
"Barbora Špotáková",31,"Czech Republic",2012,Athletics,1,0,0,1
"Linda Stahl",26,Germany,2012,Athletics,0,0,1,1
"Kerron Stewart",28,Jamaica,2012,Athletics,0,1,0,1
"David Storl",22,Germany,2012,Athletics,0,1,0,1
"Jenn Stuczynski-Suhr",30,"United States",2012,Athletics,1,0,0,1
"Hrystyna Stuy",24,Ukraine,2012,Athletics,0,0,1,1
"Leonel Suárez",24,Cuba,2012,Athletics,0,0,1,1
"Jared Tallent",27,Australia,2012,Athletics,0,1,0,1
"Jeneba Tarmoh",22,"United States",2012,Athletics,1,0,0,1
"Angelo Taylor",33,"United States",2012,Athletics,0,1,0,1
"Christian Taylor",22,"United States",2012,Athletics,1,0,0,1
"Richard Thompson",27,"Trinidad and Tobago",2012,Athletics,0,0,1,1
"Michael Tinsley",28,"United States",2012,Athletics,0,1,0,1
"Ivan Ukhov",26,Russia,2012,Athletics,1,0,0,1
"Keshorn Walcott",19,"Trinidad and Tobago",2012,Athletics,1,0,0,1
"Wang Zhen",20,China,2012,Athletics,0,0,1,1
"Mitch Watt",24,Australia,2012,Athletics,0,1,0,1
"Warren Weir",22,Jamaica,2012,Athletics,0,0,1,1
"Kellie Wells",30,"United States",2012,Athletics,0,0,1,1
"Rosemarie Whyte",25,Jamaica,2012,Athletics,0,0,1,1
"Lauryn Williams",28,"United States",2012,Athletics,1,0,0,1
"Shericka Williams",26,Jamaica,2012,Athletics,0,0,1,1
"Novlene Williams-Mills",30,Jamaica,2012,Athletics,0,0,1,1
"Anita Wlodarczyk",27,Poland,2012,Athletics,0,1,0,1
"Yuliya Zaripova",26,Russia,2012,Athletics,1,0,0,1
"Mariana Avitia",18,Mexico,2012,Archery,0,0,1,1
"Cheng Ming",26,China,2012,Archery,0,1,0,1
"Choi Hyeon-Ju",27,"South Korea",2012,Archery,1,0,0,1
"Dai Xiaoxiang",21,China,2012,Archery,0,0,1,1
"Brady Ellison",23,"United States",2012,Archery,0,1,0,1
"Fang Yuting",22,China,2012,Archery,0,1,0,1
"Michele Frangilli",36,Italy,2012,Archery,1,0,0,1
"Takaharu Furukawa",27,Japan,2012,Archery,0,1,0,1
"Marco Galiazzo",29,Italy,2012,Archery,1,0,0,1
"Ren Hayakawa",24,Japan,2012,Archery,0,0,1,1
"Im Dong-Hyeon",27,"South Korea",2012,Archery,0,0,1,1
"Jake Kaminski",23,"United States",2012,Archery,0,1,0,1
"Miki Kanie",23,Japan,2012,Archery,0,0,1,1
"Kaori Kawanaka",20,Japan,2012,Archery,0,0,1,1
"Kim Bub-Min",21,"South Korea",2012,Archery,0,0,1,1
"Lee Seong-Jin",27,"South Korea",2012,Archery,1,0,0,1
"Mauro Nespoli",24,Italy,2012,Archery,1,0,0,1
"Aída Román",24,Mexico,2012,Archery,0,1,0,1
"Jacob Wukie",26,"United States",2012,Archery,0,1,0,1
"Xu Jing",21,China,2012,Archery,0,1,0,1
